player,match_id,impact_score_0_100,rolling_im_last10,rank_in_last10_old_to_new
P Awana,734047,0.0,39.51986797392629,9
P Awana,734049,54.38718121478424,41.25407995467118,10
P Chopra,1136603,55.39960523445049,55.39960523445049,1
P Dogra,419115,37.378659383737656,44.76035255735474,1
P Dogra,419118,48.57061926465453,45.8450057024957,2
P Dogra,419124,51.20102777908263,47.16660836501889,3
P Dogra,419129,54.08650439896205,48.71671586080819,4
P Dogra,419134,19.816051259304228,42.87855218523351,5
P Dogra,419158,25.154558175867024,39.296440736977665,6
P Dogra,548323,35.680890753426816,38.25721383646234,7
P Dogra,548328,42.6563765344369,38.5897844194867,8
P Dogra,548350,42.27693405560071,38.77338068457767,9
P Dogra,598069,28.54778004203106,36.57207379396484,10
P Dubey,1216535,9.223279590083225,9.223279590083225,1
P Dubey,1237180,66.30212710561449,39.2647782824681,2
P Dubey,1237181,42.47719146454797,40.56582575246947,3
P Dubey,1359533,34.818682774226936,38.98416249702058,4
P Dubey,1485779,44.20669558441849,40.3676799952103,5
P Kumar,981001,66.21126806079081,50.18912458522971,1
P Kumar,981007,28.867007748116947,46.032523772750466,2
P Kumar,981013,40.28728389317101,44.115784496632095,3
P Kumar,981017,56.23302495131973,45.28350073225101,4
P Kumar,1082593,84.53214595860985,52.337425264660126,5
P Kumar,1082596,48.51812965747304,52.1304760530735,6
P Kumar,1082603,18.663132365604607,46.17078931566994,7
P Kumar,1082606,60.62382815625148,48.61975443288664,8
P Kumar,1082613,47.16847033759458,48.67930236154914,9
P Kumar,1082643,46.14916936383938,48.82089493210351,10
P Negi,1082633,38.94433933291074,50.22019607303886,1
P Negi,1082636,78.85757273074663,55.032883351711945,2
P Negi,1082646,70.49538609610816,58.01392532389054,3
P Negi,1136571,38.768016452332894,55.062424655832665,4
P Negi,1136584,11.523935225815194,46.78807934816837,5
P Negi,1175372,60.15789745579227,48.82271836596283,6
P Negi,1178395,41.05485823271973,47.03575191244309,7
P Negi,1178406,0.0,38.03463964137091,8
P Negi,1178414,44.57899652971321,38.193789742771216,9
P Negi,1178424,56.69102370529069,40.67799969464097,10
P Parameswaran,501238,27.845003554214284,27.845003554214284,1
P Parameswaran,501242,85.93436978469474,58.41835420183558,2
P Parameswaran,501247,13.68832583753953,41.9649116619023,3
P Parameswaran,501254,36.09155178160819,40.19118922091163,4
P Parameswaran,501258,47.389099233645965,41.92080437223496,5
P Parameswaran,548356,33.05939906790205,39.92172923059369,6
P Parameswaran,548372,34.944476046992456,38.81458829769461,7
P Parameswaran,548376,61.18915294179217,42.97796405189155,8
P Prasanth,501258,20.572919358280146,20.572919358280146,1
P Ray Barman,1175366,0.0,0.0,1
P Sahu,980905,43.12580601334288,43.12580601334288,1
P Sahu,980913,59.92701190458632,51.96854595610259,2
P Sahu,980919,53.91884036075694,52.72362810576257,3
P Sahu,980925,71.69753918069836,58.33946154070255,4
P Sahu,980941,40.00102800107911,53.87206937338234,5
P Simran Singh,1473481,60.170336289729406,65.90418669590493,1
P Simran Singh,1473486,54.92702896110545,63.976199920327026,2
P Simran Singh,1473491,81.63937609584407,67.22531583613348,3
P Simran Singh,1473495,86.72860809663659,70.73117100411643,4
P Simran Singh,1473497,77.99438079508008,72.80549064100227,5
P Simran Singh,1473506,32.118667668832245,66.0082432548737,6
P Simran Singh,1473508,70.10315525179578,66.40905233424398,7
P Simran Singh,1473510,41.1374777702233,61.56299545164513,8
P Simran Singh,1473511,48.86899377554412,58.80142783435377,9
P Simran Singh,1485779,71.06359742927604,60.26944894675323,10
P Suyal,598046,57.73469297605552,57.73469297605552,1
P Suyal,733983,40.69708249351346,48.767529564191285,2
P Suyal,829717,65.25274386612581,54.839952774493455,3
P Suyal,829721,44.72176455600281,51.888583856931085,4
P Suyal,829729,55.89960741490606,52.8700410348255,5
PA Patel,1175372,24.965513618631967,50.76221736514324,1
PA Patel,1178395,51.97361915700664,50.64147411658523,2
PA Patel,1178403,75.33278845778852,54.87643769482858,3
PA Patel,1178406,57.6236682929449,55.31601721402682,4
PA Patel,1178410,48.45916644798832,54.416906216571626,5
PA Patel,1178414,57.80259334720906,55.16422428177802,6
PA Patel,1178417,78.74693416487477,59.83834717378008,7
PA Patel,1178421,73.49165602113503,62.60695420139741,8
PA Patel,1178424,61.45370011032131,62.99368676342353,9
PA Patel,1178429,45.97545278477336,60.4821236175421,10
PA Reddy,548359,73.67186545455662,73.67186545455662,1
PA Reddy,548373,36.83398980452242,54.28350984927546,2
PA Reddy,548376,37.93753239027595,48.15763539925608,3
PA Reddy,598000,17.380582401759575,38.988782122004565,4
PA Reddy,598004,50.12638591935532,41.526462032264845,5
PA Reddy,598010,30.525824286603545,38.89703040413687,6
