match_id,player,bat_impact_raw,bowl_runs_impact_raw,bowl_wkts_impact_raw,total_impact_raw,impact_score_0_100,impact_label
335982,AB Dinda,0.0,10.5859044,0.0,10.5859044,78.19669131363514,elite
335982,I Sharma,0.0,7.036440000000002,0.0,7.036440000000002,68.86014993421574,good
335982,BB McCullum,2.1127471923828125,0.0,0.0,2.1127471923828125,55.90882645063112,good
335982,Mohammad Hafeez,1.4199566841125488,0.0,0.0,1.4199566841125488,54.08650439896205,neutral
335982,R Dravid,0.3363856077194214,0.0,0.0,0.3363856077194214,51.23626981362955,neutral
335982,AB Agarkar,0.0,-0.9843540000000018,0.0,-0.9843540000000018,47.762185104141956,neutral
335982,LR Shukla,0.0,-1.081568399999999,0.0,-1.081568399999999,47.506471518656944,neutral
335982,B Akhil,-1.1332941055297852,0.0,0.0,-1.1332941055297852,47.370411782416596,neutral
335982,MV Boucher,-1.3568010330200195,0.0,0.0,-1.3568010330200195,46.78249725731262,neutral
335982,SB Joshi,-3.080842971801758,0.6980189999999986,0.0,-2.382823971801759,44.0836377831426,below_avg
335982,SC Ganguly,-4.7366943359375,1.8044100000000014,0.0,-2.9322843359374984,42.63833256297919,below_avg
335982,V Kohli,-3.0079684257507324,0.0,0.0,-3.0079684257507324,42.43925248872772,below_avg
335982,DJ Hussey,-3.460686683654785,0.0,0.0,-3.460686683654785,41.24841852849984,below_avg
335982,AA Noffke,-2.7234458923339844,-2.1327842499884127,0.0,-4.8562301423223975,37.577569132566126,below_avg
335982,RT Ponting,-4.862812042236328,0.0,0.0,-4.862812042236328,37.560256046991405,below_avg
335982,Z Khan,-5.467930793762207,-2.9286129999840806,0.0,-8.396543793746288,28.265097960114705,poor
335982,P Kumar,-1.4284172058105469,-7.6734060499583,0.0,-9.101823255768846,26.409924858159304,poor
335982,CL White,-3.3473434448242188,-8.319048,0.0,-11.66639144482422,19.664062857836612,poor
335982,W Jaffer,-13.931535720825195,0.0,0.0,-13.931535720825195,13.705808067835584,poor
335982,JH Kallis,1.6348586082458496,-20.974044999886015,0.0,-19.339186391640165,0.0,poor
335983,SK Raina,17.61282444000244,0.0,0.0,17.61282444000244,96.68036161706297,elite
335983,MEK Hussey,10.91217041015625,0.0,0.0,10.91217041015625,79.05490420471862,elite
335983,KC Sangakkara,7.772499084472656,0.0,0.0,7.772499084472656,70.79628601713476,elite
335983,Yuvraj Singh,7.592784881591797,0.0,0.0,7.592784881591797,70.32356424771329,elite
335983,S Badrinath,4.945804595947266,0.0,0.0,4.945804595947266,63.36092476683061,good
335983,PA Patel,4.5089921951293945,0.0,0.0,4.5089921951293945,62.2119297085115,good
335983,M Muralitharan,0.0,3.6434204999831334,0.0,3.6434204999831334,59.935122551750815,good
335983,JDP Oram,2.652384757995605,-0.16320824999924077,0.0,2.489176507996364,56.89898932750134,good
335983,ML Hayden,2.409147262573242,0.0,0.0,2.409147262573242,56.68847971893711,good
335983,S Sreesanth,0.0,0.9632399999910829,0.0,0.9632399999910829,52.885152944367576,neutral
335983,MS Gony,0.0,0.5998319999972198,0.0,0.5998319999972198,51.92924144697243,neutral
335983,MS Dhoni,0.2621825933456421,0.0,0.0,0.2621825933456421,51.04108557282453,neutral
335983,WA Mota,0.0,0.22985299999999853,0.0,0.22985299999999853,50.95604553522015,neutral
335983,JR Hopes,16.373477935791016,-20.03875344989109,0.0,-3.665275514100074,40.71026632693967,below_avg
335983,B Lee,0.0,-3.8415795999791253,0.0,-3.8415795999791253,40.24651455831495,below_avg
335983,P Amarnath,0.0,-5.156159999999997,0.0,-5.156159999999997,36.78863108119975,below_avg
335983,PP Chawla,0.0,-7.9043030000000005,0.0,-7.9043030000000005,29.55989233513378,poor
335983,SM Katich,-8.30473518371582,0.0,0.0,-8.30473518371582,28.506592109636657,poor
335983,K Goel,-2.9275894165039062,-6.211459999999999,0.0,-9.139049416503905,26.31200484800233,poor
335983,Joginder Sharma,0.0,-12.556579499941867,0.0,-12.556579499941867,17.32250461821296,poor
335983,IK Pathan,-3.0696768760681152,-11.941436699935098,0.0,-15.011113576003213,10.866077285587302,poor
335984,MF Maharoof,0.0,16.81584049990861,0.0,16.81584049990861,94.58396827517771,elite
335984,YK Pathan,6.220736742019653,7.786638,0.0,14.007374742019653,87.19655603314683,elite
335984,V Sehwag,9.124746799468994,0.0,0.0,9.124746799468994,74.35324992027707,elite
335984,D Salunkhe,-0.1018524169921875,5.437125600000001,0.0,5.335273183007813,64.38538625433695,good
335984,R Bhatia,0.0,4.024460000000001,0.0,4.024460000000001,60.937412096928604,good
335984,SK Warne,-1.4518461227416992,4.8987516,0.0,3.4469054772583005,59.418207762762385,good
335984,SR Watson,2.600624084472656,0.13269840000000102,0.0,2.733322484472657,57.54119298278794,good
335984,GD McGrath,0.0,0.17969669999902468,0.0,0.17969669999902468,50.82411397664538,neutral
335984,DS Lehmann,0.0727561712265014,0.0,0.0,0.0727561712265014,50.542816699224694,neutral
335984,G Gambhir,0.0570068359375,0.0,0.0,0.0570068359375,50.501389513583916,neutral
335984,M Rawat,-0.8283941745758057,0.0,0.0,-0.8283941745758057,48.172423156846484,neutral
335984,RA Jadeja,-1.975013732910156,0.0,0.0,-1.975013732910156,45.15634530779403,neutral
335984,MM Patel,0.0,-3.182109600000001,0.0,-3.182109600000001,41.981190061269935,below_avg
335984,S Dhawan,-4.135379791259766,0.0,0.0,-4.135379791259766,39.473700033629754,below_avg
335984,DL Vettori,0.0,-6.382977899938626,0.0,-6.382977899938626,33.561598831548395,poor
335984,T Kohli,-7.7366943359375,0.0,0.0,-7.7366943359375,30.000771592175703,poor
