match_id,innings,batter,entry_seq,exit_seq,balls,runs,balls_pp,balls_middle,balls_death,entry_score,entry_wkts,entry_balls_remaining,entry_required_rr,pressure_proxy,fours,sixes,expected_runs,bat_residual
1082600,2,JC Buttler,3,19,11,14,11,0,0,0,0,0,0,0,0,0,12.213817,1.7861833572387695
1082600,2,KA Pollard,61,83,11,11,0,11,0,0,0,0,0,0,0,0,12.113862,-1.1138620376586914
1082600,2,KH Pandya,84,104,20,37,0,13,7,0,0,0,0,0,0,0,25.578533,11.421466827392578
1082600,2,N Rana,30,109,36,45,4,29,3,0,0,0,0,0,0,0,47.06538,-2.065380096435547
1082600,2,PA Patel,1,58,24,39,17,7,0,0,0,0,0,0,0,0,30.824673,8.17532730102539
1082600,2,RG Sharma,20,29,4,4,4,0,0,0,0,0,0,0,0,0,2.8752532,1.1247467994689941
1082601,1,AR Patel,117,117,1,0,0,0,1,0,0,0,0,0,0,0,0.6770123,-0.6770123243331909
1082601,1,DA Miller,78,114,17,22,0,12,5,0,0,0,0,0,0,0,24.81136,-2.811359405517578
1082601,1,GJ Maxwell,53,79,14,25,0,14,0,0,0,0,0,0,0,0,14.922625,10.077375411987305
1082601,1,HM Amla,1,76,27,25,12,15,0,0,0,0,0,0,0,0,38.056877,-13.056877136230469
1082601,1,M Vohra,7,36,19,28,19,0,0,0,0,0,0,0,0,0,22.080805,5.919195175170898
1082601,1,MM Sharma,116,128,8,10,0,0,8,0,0,0,0,0,0,0,13.289077,-3.289076805114746
1082601,1,MP Stoinis,37,52,12,9,5,7,0,0,0,0,0,0,0,0,12.346627,-3.3466272354125977
1082601,1,VR Aaron,122,130,5,4,0,0,5,0,0,0,0,0,0,0,6.643646,-2.643645763397217
1082601,1,WP Saha,80,115,17,25,0,12,5,0,0,0,0,0,0,0,24.81136,0.18864059448242188
1082601,2,G Gambhir,9,102,49,72,16,32,1,0,0,0,0,0,0,0,66.91829,5.0817108154296875
1082601,2,MK Pandey,66,104,16,25,0,14,2,0,0,0,0,0,0,0,24.35032,0.6496791839599609
1082601,2,RV Uthappa,38,63,16,26,2,14,0,0,0,0,0,0,0,0,18.494217,7.5057830810546875
1082601,2,SP Narine,2,37,18,37,18,0,0,0,0,0,0,0,0,0,23.768534,13.231466293334961
1082602,1,AB de Villiers,59,101,21,19,0,20,1,0,0,0,0,0,0,0,23.825026,-4.82502555847168
1082602,1,CH Gayle,1,58,27,22,18,9,0,0,0,0,0,0,0,0,35.49291,-13.492908477783203
1082602,1,KM Jadhav,96,109,7,8,0,2,5,0,0,0,0,0,0,0,7.2310143,0.7689857482910156
1082602,1,Mandeep Singh,113,113,1,0,0,0,1,0,0,0,0,0,0,0,0.6770123,-0.6770123243331909
1082602,1,P Negi,102,122,13,13,0,0,13,0,0,0,0,0,0,0,22.19115,-9.191150665283203
1082602,1,STR Binny,114,124,4,6,0,0,4,0,0,0,0,0,0,0,5.1580563,0.8419437408447266
1082602,1,V Kohli,3,95,47,62,18,29,0,0,0,0,0,0,0,0,67.730934,-5.730934143066406
1082602,2,HH Pandya,112,119,4,9,0,0,4,0,0,0,0,0,0,0,5.0033054,3.996694564819336
1082602,2,JC Buttler,4,12,5,2,5,0,0,0,0,0,0,0,0,0,4.0079684,-2.0079684257507324
1082602,2,KA Pollard,18,110,47,70,12,30,5,0,0,0,0,0,0,0,67.21303,2.7869720458984375
1082602,2,KH Pandya,51,115,30,37,0,22,8,0,0,0,0,0,0,0,40.193417,-3.1934165954589844
1082602,2,MJ McClenaghan,16,16,1,0,1,0,0,0,0,0,0,0,0,0,0.16893749,-0.16893748939037323
1082602,2,N Rana,19,49,16,11,8,8,0,0,0,0,0,0,0,0,16.879305,-5.879304885864258
1082602,2,PA Patel,1,15,8,3,8,0,0,0,0,0,0,0,0,0,8.537086,-5.53708553314209
1082602,2,RG Sharma,13,17,2,0,2,0,0,0,0,0,0,0,0,0,0.8981235,-0.8981235027313232
1082603,1,AM Rahane,1,3,3,0,3,0,0,0,0,0,0,0,0,0,1.5898856,-1.5898855924606323
1082603,1,Ankit Sharma,89,119,15,25,0,5,10,0,0,0,0,0,0,0,22.392414,2.607585906982422
1082603,1,BA Stokes,38,75,18,25,1,17,0,0,0,0,0,0,0,0,20.27764,4.722360610961914
1082603,1,LH Ferguson,123,123,1,1,0,0,1,0,0,0,0,0,0,0,0.6770123,0.3229876756668091
1082603,1,MK Tiwary,60,120,27,31,0,17,10,0,0,0,0,0,0,0,38.28229,-7.282291412353516
1082603,1,MS Dhoni,76,88,8,5,0,8,0,0,0,0,0,0,0,0,7.4170165,-2.4170165061950684
1082603,1,RA Tripathi,9,37,17,33,17,0,0,0,0,0,0,0,0,0,21.865314,11.134685516357422
1082603,1,RD Chahar,122,124,2,3,0,0,2,0,0,0,0,0,0,0,1.8954917,1.1045082807540894
